text,source,lang
"eBay boss named most powerful businesswoman in US Meg Whitman of eBay has been named the most powerful woman in corporate America by Fortune magazine, toppling Carly Fiorina of Hewlett-Packard who had been at the top of the list since it began in 1998.",ag_news:business,en
"Verizon: No Imminent Plan for Sprint Bid PHILADELPHIA (Reuters) - Verizon Communications Inc. has eyed a potential acquisition of Sprint Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FON.N target=/stocks/quickinfo/fullquote""&gt;FON.N&lt;/A&gt;, but has no imminent plans to make a bid, people familiar with the situation said on Tuesday.",ag_news:business,en
"Greenspan: Economy Regaining Traction WASHINGTON (Reuters) - The U.S. economy is pulling out of a June soft patch and picking up steam, Federal Reserve chief Alan Greenspan said on Wednesday in remarks economists saw as cementing a September interest-rate rise.",ag_news:business,en
"Acquisition of Grey Puts Focus on Havas LONDON (Reuters) - WPP's &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WPP.L target=/stocks/quickinfo/fullquote""&gt;WPP.L&lt;/A&gt; \$1.31 billion acquisition of U.S.-based Grey Global takes it to the top of the advertising sector and puts the spotlight on France's Havas &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EURC.PA target=/stocks/quickinfo/fullquote""&gt;EURC.PA&lt;/A&gt;, which failed in its bid and may now become a takeover target itself.",ag_news:business,en
Telstra CEO out ahead of full sale Australian telecommunications giant Telstra is looking for a new CEO to handle its full privatization after incumbent Ziggy Switkowski resigned Wednesday.,ag_news:business,en
"US economy expands 3.9 percent in third quarter (AFP) AFP - The US economy grew at a faster-than-expected 3.9 percent annual pace in the third quarter of 2004, powered by robust consumer and business spending, the government revealed.",ag_news:business,en
"Housing market #39;heading for stagnation #39; The housing market will stagnate rather than slump, economists insisted after figures from the Halifax revealed a 1.1 per cent drop in prices last month.",ag_news:business,en
"Australia #39;s Woolworths wins battle for ALH pubs SYDNEY: Australia #39;s biggest supermarket group, Woolworths Ltd, won a fierce \$A1.33 billion battle for pubs chain ALH yesterday, beating out rival Coles Myer Ltd which conceded defeat.",ag_news:business,en
"Oil Prices Slip After Weekly U.S. Energy Report Crude oil futures rose Wednesday ahead of an extended weekend for traders, even though weekly government data showed rising domestic inventories of crude and distillate fuel, which includes heating oil.",ag_news:business,en
"VW Warns 30,000 Jobs at Risk -Paper FRANKFURT (Reuters) - Volkswagen AG has warned that over 30,000 jobs could be at risk if it fails to win a pay freeze and other concessions in talks with German unions this month, the Wall Street Journal Europe reported on Thursday.",ag_news:business,en
"Steel crisis leaves Nissan output #39;at risk #39; The steel crisis at Nissan Motor might force the carmaker to reduce production by a further 15,000 vehicles next March on top of the 25,000 that have been",ag_news:business,en
"Justice Dept. Opens Fannie Criminal Probe NEW YORK (Reuters) - The Justice Department has opened an investigation of possible accounting fraud at Fannie Mae, The Wall Street Journal reported on Thursday, after a federal regulator said the mortgage giant may have manipulated its earnings targets.",ag_news:business,en
"Stocks Near Flat, Starbucks, Techs Fall (Reuters) Reuters - U.S. blue chips were near unchanged on\Thursday but technology stocks slipped, as a broker downgrade\on the semiconductor industry rattled investors, while\coffee-shop chain Starbucks (SBUX.O) disappointed with slowing\growth.",ag_news:business,en
"State of Hawaii bonds sell well The State of Hawaii has sold \$225 million of general obligation bonds at an interest rate of 4.11 percent. It is, state officials said, the lowest interest rate offered in more than 30 years.",ag_news:business,en
U.S. Treasuries Falter as Core Sales Rise (Reuters) Reuters - Treasuries prices turned slightly\lower on Tuesday in a classic buy the rumor sell the fact\reaction as a reading on U.S. consumption proved not as weak as\some had been betting.,ag_news:business,en
"Kroger officials head back to negotiating table It #39;s back to the negotiating table today for Kroger and a labor union representing 85-hundred employees in three states, including Indiana.",ag_news:business,en
"TiVo Net Loss Widens; Subscribers Grow SAN FRANCISCO (Reuters) - TiVo Inc., maker of digital television recorders, on Monday posted a wider quarterly net loss, as it boosted spending to achieve a sharp increase in new subscribers to its fee-based TV service.",ag_news:business,en
"Eisner Denies Seeing Ovitz as Threatening GEORGETOWN, Del., Nov. 17 -- Lawyers for plaintiffs in a shareholder suit over Michael S. Ovitz's \$140 million severance package from the Walt Disney Co. suggested on Wednesday that Disney chief executive Michael D. Eisner may have viewed his former protege as threatening.",ag_news:business,en
"South America Misses Rich Trade Opportunities The failure of Brazil-led Mercosur and the European Union to reach a free trade deal this month is another lost opportunity for South American nations eager to build stable growth, analysts said.",ag_news:business,en
UK October Trade Deficit in Goods Widens to 5.3 Bln Pounds The UK #39;s global trade deficit in goods widened to a nine-month high in October as imports rose to a record and exports to countries outside of the European Union declined.,ag_news:business,en
"Ford to decide UK Jaguar plant #39;s fate LONDON (CBS.MW) - Ford Motor Co. on Friday is expected to announce its plans for its main Jaguar factory in the UK, which could include closing the factory.",ag_news:business,en
Settlements Seen in U.S. Inquiries Into Time Warner Time Warner is expected to settle with the Justice Department in its investigation of advertising deals between America Online and smaller Internet companies.,ag_news:business,en
"Celebrex Lifts Heart Attack Risk in Trial NEW YORK (Reuters) - Pfizer Inc. on Friday said its popular Celebrex arthritis drug more than doubled the risk of heart attack in a large cancer-prevention trial, a setback that comes just weeks after Merck Co. recalled its similar Vioxx drug due to heart safety risks.",ag_news:business,en
India-Pakistan peace boosts trade Trade between India and Pakistan increases after the nations embarked on a peace process although it remains a tiny fraction of overall exports.,ag_news:business,en
Alitalia to slash 5000 jobs MANAGEMENT at the Italian national airline Alitalia put forward a rescue plan today to trade unions that foresees slashing 5000 jobs and splitting the struggling carrier into two in order to keep it aloft.,ag_news:business,en
"Businessman takes fight over Pats tickets online A Connecticut businessman took his quixotic crusade against the New England Patriots to the Internet yesterday, launching a website to build support among season ticket holders for arbitration in ticket revocation disputes and the ability to transfer tickets to a friend or family member.",ag_news:business,en
"Testimony: Ovitz Was Denied Signing Bonus Michael Ovitz wanted a \$50 million signing bonus to become president of the Walt Disney Co., but the directors who eventually hired him were not willing",ag_news:business,en
"Fiat third-quarter net loss rises, operating loss is slashed MILAN : Troubled Italian automaker Fiat Auto reported an 11 percent increase in third quarter sales to 4.5 billion euros (5.7 billion dollars) compared with the same period last year and cut its operating loss 18 percent to 270 million euros.",ag_news:business,en
US airline launches first commerical flight to Vietnam since war America #39;s United Airlines has launched the first daily flight service to Vietnam from the United States since 1975. The flight represents the first such service by an American air carrier since the end of,ag_news:business,en
"F.D.A. Failing in Drug Safety, Official Asserts Federal drug regulators are ""virtually incapable of protecting America"" from unsafe drugs, a federal drug safety reviewer told a Congressional panel.",ag_news:business,en
NatFoods makes its pitch for SPC PERENNIAL takeover target and suitor National Foods has identified SPC Ardmona as a merger partner in a deal that would add packaged fruit to its own dairy operations and build a major Australian food company.,ag_news:business,en
"SBC Gives Microsoft \$400 Mln Internet TV Deal SBC Communications SBC.N will pay Microsoft Corp. MSFT.O at least \$400 million over 10 years for technology to help SBC sell video services over its upgraded broadband lines, the companies said Wednesday.",ag_news:business,en
"IBM Selling PC Unit to China's Lenovo BEIJING/SAN FRANCISCO (Reuters) - IBM is selling its PC-making business to China's largest personal computer maker, Lenovo Group Ltd., for \$1.25 billion, marking the U.S. giant's retreat from an industry it helped pioneer in 1981.",ag_news:business,en
Dollar Rises Against Euro and Yen TOKYO (Reuters) - The dollar rose against the euro and the yen on Wednesday as traders cashed in on the currency's recent weakness in the belief that massive dollar-selling would slow heading into the year-end.,ag_news:business,en
"Voting along party lines Election time is an apt occasion for reflecting on what politicians refer to as your core values, and I hope to make that phrase meaningful for perhaps the first time. Four years turns out to be a pretty good cycle for such examinations, even beyond the political realm.",ag_news:business,en
"Ryanair, easyJet expand flights to Italy after Volare bankruptcy LONDON (AFP) - Ryanair and easyJet both announced plans to expand in the Italian market following the collapse of the low-cost airline Volare, which has declared insolvency and suspended flights and ticket sales.",ag_news:business,en
"TiVo, Netflix team to deliver Internet video-on-demand TiVo and Netflix said Thursday that they plan to challenge cable operators and video retailers by launching a video-on-demand service in 2005 that will deliver movies to consumers via the Internet.",ag_news:business,en
"You can hedge bets with Cuban #39;s scheme Dallas Mavericks owner Mark Cuban, a billionaire who made his fortune by co-founding Broadcast.com and selling it to Yahoo! Inc., said he #39;s starting a hedge fund based on gambling.",ag_news:business,en
"GM to fire on all cylinders if Opel #39;s cost-cutting fails WORKERS at General Motors German unit Adam Opel are not out of the woods yet. The company and union officials have agreed to reduce the German workforce by up to 10,000, but if cost cutting falls short, or",ag_news:business,en
New Zealand court rules against Air NZ-Qantas alliance: airline AUCKLAND: National flag carrier Air New Zealand said it had lost a court bid to win approval for an alliance with its Australian competitor Qantas.,ag_news:business,en
Update 1: Merck a Drag on Drug Sector Merck amp; Co. #39;s decision to pull its Vioxx anti-arthritis drug from the markets due to severe side effects left pharmaceutical sector mixed Thursday.,ag_news:business,en
"BellSouth: \$3.3 Bln Rise in Benefit Costs WASHINGTON (Reuters) - BellSouth Corp. (BLS.N: Quote, Profile, Research) said on Wednesday its new labor contract had triggered a \$3.3 billion increase in its estimates of future retiree medical costs, reducing fourth-quarter earnings by 3 cents to 4 ...",ag_news:business,en
"Exxon Mobil Profit Up 56 Pct, Stock Off NEW YORK (Reuters) - Exxon Mobil Corp., the world's largest publicly traded oil company, on Thursday said quarterly profit surged 56 percent, driven by soaring oil prices and strong results from refining operations.",ag_news:business,en
"J.C. Penney Third-Quarter Profit Rises CHICAGO (Reuters) - Department store operator J.C. Penney Co. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JCP.N target=/stocks/quickinfo/fullquote""&gt;JCP.N&lt;/A&gt; posted higher third-quarter profit on Tuesday, helped by stronger sales and fewer markdowns.",ag_news:business,en
"Also from this section Innovative Solutions quot;, promises the Riggs Bank slogan emblazoned across the home page of its website. quot;For over 165 years we #39;ve been developing innovative, custom-tailored solutions to improve the lives of our customers.",ag_news:business,en
Georgia makes secret wealth offer Georgia's new president is offering a tax amnesty for people who hid earnings under the previous regime in an effort to boost the country's crumbling economy.,ag_news:business,en
"Oil Creeps Higher, Eyes New US Cold Front SINGAPORE (Reuters) - Oil prices resumed this week's upward march on Friday, driven by worries that a new U.S. cold spell might erode already low winter fuel inventories.",ag_news:business,en
India #39;s software exports booming This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half. India #39;s software exports are on track to grow by 30 percent in the 2004-2005 fiscal year,ag_news:business,en
"SEC: Ponzi Scheme Preyed on LA Blacks The Los Angeles area #39;s black community was the chief victim of a Ponzi scheme that took at least \$8 million from investors, the Securities and Exchange Commission alleged Thursday as it shut down two companies it said were involved.",ag_news:business,en
"In bid for more ads, America Online taking down walls DULLES, Va. -- The walls surrounding America Online Inc.'s well-manicured gardens are crumbling: AOL is abandoning its strategy of exclusivity and will free much of its music, sports, and other programming to nonsubscribers, in hopes of boosting ad sales.",ag_news:business,en
"Viacom to Bid for MarketWatch Viacom Inc. plans to submit a bid to buy financial news provider MarketWatch Inc., according to a filing Thursday with the Securities and Exchange Commission.",ag_news:business,en
"Vioxx study's publication derailed by FDA queries Government questions about ''basic data integrity quot; derailed publication of a report raising safety concerns about arthritis drug Vioxx on the eve of a contentious congressional hearing, according to an e-mail exchange.",ag_news:business,en
"News Corp. move to New York approved by shareholders ADELAIDE, Australia : News Corp. shareholders have backed Rupert Murdoch #39;s plan to move his media empire to the United States from the sleepy Australian city of Adelaide where the company #39;s foundations were laid more than 50 years ago.",ag_news:business,en
OPEC Weighs Output Increase Members of the Organization of Petroleum Exporting Countries were divided Tuesday on whether output should be increased in a bid to boost global supply that might cause prices to drop.,ag_news:business,en
"Google Used to Identify 1993 Victim Google, the Internet search engine, has done something that law enforcement officials and their computer tools could not: Identify a man who died in an apparent hit-and-run accident 11 years ago in this small town outside Yakima.",ag_news:business,en
"Palmsource reboots Cobalt, but no phones #39;til 2005 Palm kicks off its European developer conference in Munich this week with details of a new release of its Cobalt OS. Cobalt 6.1 will feature new GSM and 802.",ag_news:business,en
NASD Bars Ex-Banker Quattrone for Life NEW YORK (Reuters) - The NASD on Monday permanently barred convicted former star technology banker Frank Quattrone from the securities industry for refusing to testify about his possible role in destroying documents and obstructing justice.,ag_news:business,en
"Terrorists Have Oil Industry in Cross Hairs Terrorists and insurgents are stepping up attacks on oil and gas operations overseas in an effort to disrupt jittery energy markets, destabilize governments and scare off foreign workers, analysts said.",ag_news:business,en
"Stocks Rebound, National Semi Stock Up NEW YORK (Reuters) - U.S. stocks recovered from earlier losses and rose early Thursday afternoon, with National Semiconductor Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NSM.N target=/stocks/quickinfo/fullquote""&gt;NSM.N&lt;/A&gt; shares surging after the chip maker said problems with excess inventory in the distribution channel are behind it.",ag_news:business,en
"Wall Street Seen Flat; TI Buyback to Buoy US stocks were set for a steady start on Friday with a billion dollar share buyback plan at Texas Instruments (TXN.N: Quote, Profile, Research) lending some backbone to the technology sector.",ag_news:business,en
"Blockbuster Interested in Hollywood Chain Blockbuster Inc. (BBI.N: Quote, Profile, Research) , the largest US video rental chain, on Thursday said it has contacted Hollywood Entertainment Corp.",ag_news:business,en
Ashford Hospitality a Welcome Find The hotel REIT's increasing dividend demonstrates that management's innovative business model is succeeding.,ag_news:business,en
"Adelphia to allow Time Warner/Comcast dual bid-WSJ Bankrupt cable operator Adelphia Communications Corp (ADELQ.PK: Quote, Profile, Research) will allow cable companies Time Warner Inc.",ag_news:business,en
"Chancellor takes aim at Brussels for bigger budget demands GORDON Brown yesterday fired off yet another political salvo at Brussels, as he dismissed a call from the European Commission to increase its spending limit by 35 per cent.",ag_news:business,en
"ABB won #39;t close Guelph transformer plant ABB Inc. has reversed a decision to close its transformer plant in Guelph, Ont., saving 300 jobs, the union representing the workers said today.",ag_news:business,en
"Fan Pier #39;s LNR Property to be acquired for \$3.8B Part of Boston #39;s new Fan Pier development team, Miami-based LNR Property Corp. may see shares rise after the company agreed to be acquired by a group led by Cerberus Capital Management LP for \$3.",ag_news:business,en
BA to Sell \$773 Million Qantas Stake SYDNEY (Reuters) - British Airways Plc. plans to sell its A\$1.12 billion (\$773 million) stake in Australia's Qantas Airways Ltd. in the next two days to cut debt and take advantage of future consolidation in Europe.,ag_news:business,en
"Delta #39;s position still precarious Georgia #39;s homegrown Delta Air Lines has scratched and clawed for three years now, trying to gain every concession it deemed necessary to avoid filing bankruptcy.",ag_news:business,en
"Canadian company to create 310 jobs at Munci MUNCIE, Ind. Auto parts supplier Magna International says it will build a 73 (m) million dollar factory in Indiana to produce powertrain components for General Motors.",ag_news:business,en
"FDA to Review Post-Market Safety Checks The US Food and Drug Administration on Friday asked an outside group to review the way it monitors safety risks associated with medicines already on the market, such as Merck amp; Co.",ag_news:business,en
"Army May Not Withhold Halliburton Money WASHINGTON (Reuters) - The U.S. Army reversed a decision late Tuesday to withhold payment on 15 percent of future invoices of Halliburton Co.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HAL.N target=/stocks/quickinfo/fullquote""&gt;HAL.N&lt;/A&gt; logistics deal in Iraq and gave the company more time to resolve a billing dispute.",ag_news:business,en
"MCI Posts \$3.4 Billion Loss on Charges Telecommunications firm MCI Inc. on Thursday posted a hefty third-quarter loss, saddled by costs from writing down the value of its network as the reorganized telecom faces intensifying industry competition.",ag_news:business,en
"Sears Canada sacks Cohen Sears Canada Inc. fired chief executive officer and chairman Mark Cohen Thursday, saying the board and Mr. Cohen had strategic differences about the future direction of the business.",ag_news:business,en
"Intel Cuts Back Projection For 3rd-Quarter Revenue Intel Corp. lowered its revenue projections for its third quarter yesterday, citing slow consumer purchases across the globe. The world #39;s largest chipmaker reported that it expects revenue for the three-month period ending Sept.",ag_news:business,en
"AOL plans to launch travel site America Online said Thursday it will launch a free online service to search the Web for the best travel deals, highlighting the online giant #39;s ambitions to boost it free Web-based businesses.",ag_news:business,en
"Consumer Confidence Falls Again in Sept. NEW YORK (Reuters) - U.S. consumer confidence edged lower again in September after falling in August, as persistent worries about the job market weighed on sentiment, a report on Tuesday said.",ag_news:business,en
"Report: Vegas Sands Names Macau Arm Chief US-based Las Vegas Sands Inc. has chosen the head of another casino company to oversee its operations in Macau, a Chinese gambling enclave that recently ended its casino monopoly, a newspaper reported Monday.",ag_news:business,en
"US Airways gets OK to cut workers #39; pay ALEXANDRIA, Va. A bankruptcy judge granted US Airways authority Friday to immediately cut the pay of its union workers by 21 percent through mid-February, saying the airline #39;s situation is so dire that urgent action must be taken.",ag_news:business,en
"Canada #39;s current account surplus shrinks OTTAWA - Canada #39;s current account surplus showed the first drop in almost two years in the third quarter, Statistics Canada said Monday.",ag_news:business,en
"Housekeeper Advocates For Changes That #39;s the hardest part of cleaning a room at the Renaissance Mayflower hotel in downtown Washington, where she is a housekeeper, so she does it first.",ag_news:business,en
Qualcomm falls on accounting news WASHINGTON (CBS.MW) -- Qualcomm on Friday said it may have to reduce this year #39;s revenue by \$298 million because of the way it accounts for royalty payments.,ag_news:business,en
Foodland wilts on poor profit outlook Foodland Associated left frustrated investors wanting more yesterday after handing down a disappointing profit and refusing to shed any light on its growth plans.,ag_news:business,en
"Can Howard Stern bring subscribers to satellite radio? It took three 1,000-pound satellites to launch Sirius Satellite Radio Inc. #39;s subscription radio service two years ago. Now the company is betting that one man - shock jock Howard Stern",ag_news:business,en
"Half the world #39;s workers earn less than \$2 a day Half the world #39;s 2.8bn workers are trapped in jobs that leave them and their families struggling to survive on less than \$2 a day, with little prospect of escape from grinding",ag_news:business,en
"Drug Giant to Release Trial Results on Web GlaxoSmithKline agreed on Thursday to post the results of all clinical trials of its drugs, both positive and negative, on the Internet.",ag_news:business,en
"Cognos launches financial consolidation applications In response to the latest external reporting requirements from the Feds, Cognos announced this week three additions to its suite of financial applications targeted at the enterprise office of finance.",ag_news:business,en
API in \$112m pharmacy deal Priceline has been sold to Australian Pharmaceutical Industries for \$112 million in cash and shares just six months after the health and beauty care chain was bought by local managers from its South African parent.,ag_news:business,en
"IBM in Discussions on Issues in Pension Suit IBM, in the latest turn in a pension plan case that could reverberate through the Fortune 500, said on Friday it is in talks to resolve some of the issues in a lawsuit that could cost Big Blue billions of dollars.",ag_news:business,en
Airbus parent EADS beats forecasts Airbus parent EADS posted higher-than-expected nine-month earnings on Thursday driven by a strong performance in commercial aircraft and raised its 2004 targets.,ag_news:business,en
"Life in the IT fun house For IT professionals, working in IT during the past few years has been a frightening whiplash tour through a carnival fun house. In the foyer of this (not so fun) fun house -- known as the 2001 Room -- the gag is simple: A rug is pulled out from under those fortunate enough to be standing, while others tumble down a dark chute, passing flashing neon signs that read layoffs and consolidation. In the background, the cacophony of late-night conference calls to Bangalore blares over loudspeakers.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Datacomm White Paper&lt;/a&gt;&lt;br/&gt;Find out how Crate Barrel expects to save \$180,000 by moving to VoIP, compared to a traditional PBX.&lt;/p&gt;",ag_news:business,en
"Taiwan takes steps to prevent new SARS outbreak TAIPEI, Taiwan: Taiwanese health officials urged the public Monday to check their temperatures daily and wear surgical masks when visiting hospitals, as the island began a series of measures to guard against a new SARS outbreak.",ag_news:business,en
"2nd UPDATE: Xstrata Bids A\$7.4B For WMC, Rivals Circle MELBOURNE (Dow Jones)--Swiss-based Xstrata Plc (XTA.LN) Thursday put WMC Resources Ltd. (WMR.AU) in play, offering A\$7.4 billion for the Australian miner that represents the start of a long bidding war.",ag_news:business,en
"Magna to take auto parts subsidiaries Intier, Decoma and Tesma &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - Magna International Inc. has made a \$1.3-billion bid to take its three publicly traded auto parts subsidiaries private in a move the company says will help it win business from Japanese and South Korean carmakers.",ag_news:business,en
"Investors Sell Retailers, Stocks Fall NEW YORK (Reuters) - Stocks fell on Tuesday, led by declines in retail shares and news of a larger-than-expected rise in U.S. producer prices last month that heightened concerns of inflation and rising interest rates.",ag_news:business,en
"Boeing just behind 2004 projections By staff and wire reports. The Boeing Co. remains slightly behind its projections for 2004 airplane deliveries, according to third-quarter figures released on Friday, setting Boeing up to possibly trail bitter",ag_news:business,en
"Oracle extends PeopleSoft offer for 12th time REDWOOD SHORES, Calif. (Dow Jones/AP) -- Oracle Corp. extended its hostile bid for PeopleSoft Inc. for the 12th time, pushing the tender offer through Oct. 8. In a press release Thursday, Oracle said about",ag_news:business,en
"Lofty Fuel, Low Fares Batter Airlines CHICAGO (Reuters) - The twin burdens of soaring fuel prices and slipping airfares clobbered the airline industry again in the third quarter, leaving three of the top four U.S. carriers to post quarterly losses on Wednesday.",ag_news:business,en
"Nestle Net Rises 2.1, Less Than Forecast, on Costs (Update6) Aug. 18 (Bloomberg) -- Nestle SA, the world #39;s largest food company, said first-half profit rose 2.1 percent, less than forecast, as sales in Western Europe declined and costs for sugar, milk and packaging increased.",ag_news:business,en
"USA: Kmart appoints new chief executive US discount retailer Kmart has announced the appointment of Alywin Lewis as its new president and chief executive officer, effective immediately.",ag_news:business,en
Google #39;s Auction Loosens Wall Street #39;s Grip on High-Priced IPOs Aug. 20 (Bloomberg) -- Google Inc. #39;s share sale has put Wall Street on notice: The old way of doing business may be ending.,ag_news:business,en
"One million join ranks of US poor An extra 1.3 million Americans slid into poverty in 2003 while health care cover also fell, official figures show.",ag_news:business,en
"Possible boycott at Target stores due to opposition of holiday &lt;b&gt;...&lt;/b&gt; (December 3, 2004, 7:38 pm) Target stores may soon be the focus of a boycott because of a new holiday policy. In January, Target officials informed the Salvation Army that their holiday bell ringers could",ag_news:business,en
"Update 1: EU Trade Chief Seeks Tariff Break Overhaul The European Union #39;s top trade official proposed an overhaul of trade discounts to developing countries Wednesday, a move likely to anger China and India, both of which might no longer qualify for EU trade preferences for such products as clothing and",ag_news:business,en
"Eight eBay sellers ordered to pay nearly \$90,000 in restitution &lt;b&gt;...&lt;/b&gt; Eight eBay sellers were ordered to pay nearly \$90,000 (euro 70,000) in restitution and fines after admitting they bid up products online to inflate the prices.",ag_news:business,en
"Starbucks Profit Climbs, Extra Week Helps LOS ANGELES (Reuters) - Starbucks Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SBUX.O target=/stocks/quickinfo/fullquote""&gt;SBUX.O&lt;/A&gt;, the world's largest coffee shop chain, on Wednesday said quarterly net profit rose 47 percent, helped by its aggressive store expansion and an extra week in the period.",ag_news:business,en
Oil Firm After 4 Percent Jump SINGAPORE (Reuters) - Oil prices held firm on Friday after leaping almost \$2 a day earlier on news U.S. crude stocks sank to a five-month low last week and distillate fuels barely grew ahead of winter.,ag_news:business,en
Variety is truly the spice of Christmas tree sales What does it take to lure harried Christmas shoppers away from the malls and the prepackaged convenience of an already decorated plastic Christmas tree in a box?,ag_news:business,en
Oil near \$50 on Nigeria unease Oil prices held above \$49 on Friday as a rebel warlord threatening an offensive in Nigeria #39;s oil-producing delta region said the government had violated the terms of a two-day truce.,ag_news:business,en
"More Than 400 Iowans Haven #39;t Received Tax Refunds DES MOINES, Iowa -- Federal officials say more than 400 Iowans who haven #39;t received their 2003 federal tax refunds still have a chance to claim them.",ag_news:business,en
"Nikkei Ends Down, Oil Worries Weigh TOKYO (Reuters) - Tokyo stocks ended slightly lower on Friday as worries about record-high oil prices took the edge off investors #39; appetite for recently battered technology issues such as Shin-Etsu Chemical Co. Ltd.",ag_news:business,en
Stocks Rise; Gains Trimmed on Oil Worry NEW YORK (Reuters) - U.S. stocks trimmed gains on Friday after a senior OPEC delegate said the producer group cannot rule out cutting oil production if oil prices slide further.,ag_news:business,en
"Nikkei Down 1 Pct on Econ Fears TOKYO (Reuters) - The Nikkei fell 1 percent by midsession on Wednesday as investors sold a broad range of shares, extending losses from the day before when poor Japanese industrial output data put a damper on the economy's outlook.",ag_news:business,en
"Microsoft, Amazon Team Against Phishers Seattle-area neighbors Amazon.com and Microsoft today announced the filing of several lawsuits in connection with spoofing and phishing scams that deceive consumers and misuse Amazon #39;s brand name.",ag_news:business,en
"Stock benchmarks in Asia fall MUMBAI: Japan #39;s Nikkei 225 Stock Average fell for the first day in four after brokerages cut their ratings on the companies, citing concern that earnings growth may slow.",ag_news:business,en
"IMF warns on British house price crash British house prices have risen by more than any other developed country #39;s over the past 30 years, and are more at risk of crashing than anywhere else, the International Monetary Fund warned yesterday.",ag_news:business,en
"Australian-Listed News Corp. To Shift to Wall Street News Corp. #39;s shift will improve trading liquidity and give better access to US capital markets. The company, which already has a secondary listing in London, will also seek a listing on the Australian Stock",ag_news:business,en
Oracle can buy PeopleSoft: official In one of Competition Commissioner Mario Monti #39;s final acts before he retires at the end of the week he has officially approved Oracle #39;s hostile takeover of PeopleSoft.,ag_news:business,en
"Developing countries propose WTO study A group of developing countries Friday proposed that the World Trade Organization study the global impact of phasing out a textiles and clothing quota system, saying many countries are losing out because of this trade liberalization.",ag_news:business,en
"GM to Extend Interest-Free Loan Incentives-Dealers General Motors Corp. will offer its broadest and longest spread of interest-free loans later this month when it holds a three-day sale to clear inventories of 2004 model-year vehicles, dealers said on Tuesday.",ag_news:business,en
"SEC Overhauls Public Stock Offering Rules WASHINGTON (Reuters) - The U.S. Securities and Exchange Commission voted 5-0 on Tuesday to propose sweeping changes in how companies offer stock, including eliminating the so-called pre-offer ""quiet period"" for very large companies.",ag_news:business,en
"Greenspan says oil price agony milder than in 1970s (AFP) AFP - Soaring oil prices should inflict less damage on US economic growth and inflation than the 1970s oil shock, Federal Reserve chairman Alan Greenspan said.",ag_news:business,en
"Worthy choice for Commerce post Your second term will be made successful by the advisers you pick, and you have picked a good one in Carlos Gutierrez. Gutierrez is indeed a Hispanic-American success story, as evidenced by his climb to corporate leadership and his success at Kellogg.",ag_news:business,en
News Corp. May Strengthen Corporate Governance (Update1) Rupert Murdoch #39;s News Corp. may strengthen its corporate governance provisions after investors and shareholder groups said they will vote against the company #39;s move to the US if shareholders rights are diminished.,ag_news:business,en
"Qualcomm tries Trigenix on for size Cell phone chip maker Qualcomm on Tuesday said it has purchased United Kingdom-based wireless developer Trigenix, in part to bolster Qualcomm #39;s stake in the all-important European cell phone market.",ag_news:business,en
"Blockbuster Interested in Hollywood Chain (Reuters) Reuters - Blockbuster Inc. , the largest\U.S. video rental chain, on Thursday said it has contacted\Hollywood Entertainment Corp. about acquiring its top\rival for #36;700 million.",ag_news:business,en
Verizon Wireless agrees to buy NextWave licenses Verizon Wireless has agreed to buy wireless spectrum licenses covering 23 US markets from bankrupt NextWave Telecom Inc. for \$3 billion in a deal that would boost Verizon #39;s capacity in several major markets.,ag_news:business,en
Rival to Boeing says A380 orders ahead of schedule LONDON (CBS.MW) -- Airbus on Friday said it received an order from Thai Airways International for six superjumbo A380 planes. Free!,ag_news:business,en
Microsoft revenue tops forecast MICROSOFT said first revenues were up by 12 per cent as the software company benefited from stronger-than-expected computer and server shipments.,ag_news:business,en
"Cyberonics Up, Andrew Down Before Bell (Reuters) Reuters - Shares of Cyberonics Inc. \jumped 14 percent before the bell on Thursday after the medical\technology company said federal health regulators had given\conditional approval to a depression treatment.",ag_news:business,en
"With earnings up 12.7, Wal-Mart shares drop LITTLE ROCK, Ark. - Wal-Mart Stores Inc., the world #39;s largest retailer, reported a 12.7 percent increase in its third-quarter earnings.",ag_news:business,en
